id-EP3960889A4    abstract-
id-CN112063848B    abstract-本发明涉及用于处理含铜污泥的冶金炉及处理方法，包括侧吹炉，所述侧吹炉具有由下至上依次分布的炉缸段、炉身段和炉顶段；所述炉缸段的底侧连通有电热前床，所述电热前床的侧壁上设有虹吸口和放渣口，所述虹吸口所处的位置低于放渣口所处的位置，所述电热前床内腔的底面积为炉缸段内腔的底面积的1/2‑3/2；所述炉顶段的高度L1为3‑5m。本发明的冶金炉可对低品位的含铜污泥直接单独熔炼生成具有经济价值的冰铜、黑铜以及水淬渣，成功解决了低品位含铜污泥难以进行直接熔炼的问题，简化了工序，采用电热前床贫化，降低了能耗成本。
id-CN111271978A    abstract-本发明提出一种高温熔渣余热回收系统，以内冷双滚筒粒化和竖式旋转冷却器为核心，内冷双滚筒粒化装置由两个对称布置的滚筒和两个除渣辊组成，滚筒由内筒和外筒组成，内筒固定不动，外筒和内筒中间设置有冷却水管和喷嘴，保证外筒内壁始终处于冷却水覆盖下。除渣辊表面是齿轮形状，能够将滚筒表面的渣层挤压剥离破碎，实现粒化作用。竖式旋转冷却器的底盘和冷却器本体旋转运动，顶部进料口固定不动，旋转底盘上布置有固定排料档杆，这种结构设计实现了螺旋布料和固定排料，布料均匀，提高了换热效率。
id-CN111203083B    abstract-本发明公开了一种烧结烟气脱硫脱硝工艺，属于冶金工业领域，解决了现有技术中烧结烟气脱硫脱硝工艺投资大、运行成本高的问题。包括如下步骤：烧结机的烧结烟气经过烟气循环工艺，将烟气分为需脱硫脱硝烟气和循环烟气两部分；需脱硫脱硝烟气经过脱硫增压后进行脱硫，脱硫后的烟气再进行除尘；除尘后的烟气由环冷机的高温段的鼓风机鼓入环冷机的高温段料层与热烧结矿的换热升温；换热升温后的烟气经过粗除尘，然后进入脱硝反应器脱硝；脱硝后的烟气进入余热回收单元进行降温，降温后的烟气先进行除尘，然后由引风机引出；引出后的烟气从烟囱直接排放。该工艺成本低，节约能源，适用于烧结烟气脱硫脱硝处理。
id-CN111188005A    abstract-本发明涉及淬火炉技术领域，且公开了一种节能式渗碳淬火多用炉后室循环导流温控系统，包括炉体和炉盖，炉体的外壁固定套接有保护炉，保护炉的外壁固定连接有抽气泵，抽气泵的出口和入口均固定连通有导管，且两个导管的另一端分别与保护炉和炉体的侧壁固定连通设置，炉体固定连接有支撑架，且支撑架呈U型设置，支撑架的顶部固定连接有液压杆，且液压杆的输出端贯穿支撑架的侧壁并与炉盖的顶部固定连接设置，炉盖的顶部固定连接有驱动电机。该节能式渗碳淬火多用炉后室循环导流温控系统，能够循环使用热空气，从而起到了节能的目的，且能够使工件在渗碳过程中，提高炉体内的空气流动，进而提高渗碳的效率。
id-CN111111404A    abstract-本发明涉及烟气处理技术领域，公开了一种水泥窑炉的烟气处理系统及方法，其烟气处理系统包括烟气抽取装置、风冷装置、降氮装置、脱硫装置及引风装置；烟气抽取装置的进气端用于连通水泥窑炉；风冷装置连通烟气抽取装置，并用于对烟气抽取装置中抽取的烟气进行骤冷处理；烟气抽取装置的出气端通过烟道依次连通降氮装置、脱硫装置或依次连通脱硫装置、降氮装置，烟道上安装引风装置；本发明在对水泥窑的烟气处理中，可同时兼顾到除氯、除碱、脱硫、脱氮及除二恶英，对烟气的处理效率高，保证了水泥窑的正常运行，并实现了烟气的超洁净排放。
id-CN111238240A    abstract-本发明涉及一种步进梁式加热炉汽化冷却系统，属于加热炉余热回收技术领域。包括通过管道按流向依次串联的补水箱、电动给水泵、水预热器、压力除氧器和设于压力除氧器的下方的汽包；所述汽包通过引自汽包的下降管道串联有电动循环泵，所述电动循环泵通过引自电动循环泵的上升管道，并按流向先后串联上加热炉水梁和水预热器，再串联至汽包，构成循环回路。该系统构成简单、布置灵活、占地面积小、节能经济；采用设于汽包上方的压力除氧器代替传统大气式热力除氧器，节省空间，提高除氧效果；将水预热器引入循环回路，利用循环水变成的汽水混合物对补水加热，减小压力除氧器能耗，进一步增强除氧效果。
id-US20230100959A1    abstract-Disclosed are an apparatus and a method for granulation of a blast furnace slag and recycling of waste heat. The apparatus comprises an aerosol granulation nozzle module, a flow guide, a cyclone separator and a waste heat recovery device; wherein the aerosol granulation nozzle module comprises a slag flow controller, a compressed air flow control valve, a water volume control valve and an aerosol spray gun; the flow guide is configured to fully mix the medium temperature gas and the high-temperature granular slag having a primarily solidified surface in the flow guide; and the cyclone separator is configured to separate the high-temperature granular slag and the medium-to-high-temperature gas. The present invention completes the granulation of blast furnace slag, and organically couples slag sensible heat recovery with sludge drying, thereby recovering the waste heat in the process of slag granulation and improving the efficiency of waste heat recovery and utilization.
id-CN111174589A    abstract-本发明涉及一种热回收效率高的篦冷机，包括壳体、破碎机和设置在所述壳体内的篦床，在一段的篦床上设置有固定篦板，在二段和三段的篦床上交叠设置有固定篦板和活动篦板，破碎机的进料口设有破碎机前挡大块装置，所述二段的细料侧的篦床端部上设有台阶状排列的固定篦板，一段的篦床上设有推板，所述推板与壳体外的推雪人装置通过推杆相连接，风室观察孔上设有观察孔密封装置、所述传动轴与风室的结合部设有滑动密封装置，在二段的细料侧的篦床端部设有充气盲板，风室的隔板顶部设有隔室密封装置。本发明有效解决了篦冷机固定篦板端堆雪人问题，提高了二次和三次风温，降低了系统热耗，减少了篦冷机系统的内外漏风，提高了篦冷机可靠性。
id-CN111187909A    abstract-本发明提供一种直流铝硅合金矿热炉，包括炉体基础和炉壳，炉壳底部设有出炉口，炉壳内设有炉衬，炉壳外设有冷却水系统；炉壳顶部设有炉盖；炉盖上设有下料管、净炉气烟道、电极；下料管连接炉顶料仓；电极升降机构通过电极把持器连接电极；还设有电极导向机构、电极连接电极底部结构；还包括电炉变压器，电炉变压器连接整流器、短网、电控系统，为电极底部结构供直流电；液压系统与电极把持器连接；电控系统还连接测温系统、炉体内液态铝硅合金料位传感器、电极把持器及电极升降系统。本发明炉体内温度高，炉缸一体化砌筑，无缝隙，并且炉缸深度和直径与电极存在几何关系，单位容积内功率密度高，加料及出料连续，温度可以调节。
id-WO2021168934A1    abstract-一种用于窑尾预热器的防结皮装置，其包括挂板部件(1)和连接部件(2)，所述挂板部件(1)呈中空结构，所述连接部件(2)的形状和尺寸与所述挂板部件(1)的外周匹配，使得所述连接部件(2)设置在所述挂板部件(1)的周边，从而与所述挂板部件(1)固定连接；所述挂板部件(1)包括第一挂板结构和第二挂板结构，所述第一挂板结构由多个第一挂板(10)以及多个第二挂板(11)交替排列连接形成，所述第二挂板结构由第三挂板(12)和第四挂板(13)相邻设置形成；所述第三挂板(12)上设有第一外接管(3)，用于与外部风机连接；所述第四挂板(13)上设有第二外接管(4)，用于散热。装置结构简单，方便安装，损坏后便于替换。
id-CN111412754B    abstract-本发明公开了一种用于热回收的换热器，旨在提供一种能够有效调节换热器热胀冷缩所引起的变形和收缩，从而有效改善因热胀冷缩所引起的管道断裂的问题的用于热回收的换热器。它包括外管及位于外管内的内管，所述内管的腔体构成排烟通道，排烟通道上设有进烟口与排烟口，所述外管与内管之间的腔体构成进气通道，所述外管上设有与进气通道连通的进气口与排气口，所述外管中的一部分由第一波纹管段组成，并且第一波纹管段位于进气口与排气口之间。
id-CN112546826A    abstract-本发明公开了水泥回转窑系统脱硫装置及方法，包括TTF分解炉、PH锅炉、鹅颈管、脱硫管道、高温风机入口管道、入口管道；脱硫管道为一体式结构，包括倾斜部、水平部，倾斜部的左端与鹅颈管竖直部分的侧壁连通，水平部的右端与高温风机入口管道的侧壁连通。本发明通过脱硫管道引入热的水泥生料来脱除预热器一级旋风筒出口废气中的SO 2 ，在不增加额外成本的情况下，降低SO 2 的排放量；减少了原有脱硫税基及脱硫粉剂的用量，显著降低了脱硫的成本；满足超低排放需求，减少对大气环境的污染。
id-CN111207404A    abstract-本发明公开了一种复合烟气脱硫脱硝脱白除尘一体化设备，包括：沿气流方向依次设置的取热换热器、除尘器、脱硝装置、脱硫塔、冷凝除尘装置、升温换热器和烟囱；冷凝除尘装置包括壳体及由下至上依次设置在壳体内的进气室、除尘室、扰流室和冷凝室，下壳体的下部外周设置有与进气室连通的进气布气管。烟气经过取热换热器回收热量、除尘器除尘、脱硝装置脱硝、脱硫塔脱硫、冷凝除尘装置冷凝降温并再次除尘、升温换热器进行加热以消白，能实现烟气的脱硫脱硝除尘和脱白的目的；本发明的冷凝除尘装置对烟气进行冷凝降温的同时还能对烟气中的颗粒物进行再次去除，进一步减小烟气中颗粒物的含量，可提高整体设备的烟气脱白除尘处理效果。
